Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting,HoloPleisto
322800,Boring Lava,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),45.3,-122.5,1236,,Subduction zone / Continental crust (>25 km),Pleistocene
322801,Defiance,United States,Shield,,,Canada and Western USA,USA (Oregon),45.649,-121.723,1512,,Subduction zone / Continental crust (>25 km),Pleistocene
322802,Lost Lake Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),45.496,-121.796,1362,,Subduction zone / Continental crust (>25 km),Pleistocene
322803,Wilson,United States,Shield(s),,,Canada and Western USA,USA (Oregon),45.066,-121.658,1707,,Subduction zone / Continental crust (>25 km),Pleistocene
322804,Olallie Butte,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.82,-121.75,2199,,Subduction zone / Continental crust (>25 km),Pleistocene
322805,Three Fingered Jack,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.48,-121.842,2390,,Subduction zone / Continental crust (>25 km),Pleistocene
322806,Black Butte,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),44.4,-121.63,1962,,Subduction zone / Continental crust (>25 km),Pleistocene
322807,Washington,United States,Shield,,,Canada and Western USA,USA (Oregon),44.332,-121.837,2376,,Subduction zone / Continental crust (>25 km),Pleistocene
322808,Black Crater,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.266,-121.749,2210,,Subduction zone / Continental crust (>25 km),Pleistocene
322809,Scott Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),44.241,-121.915,1864,,Subduction zone / Continental crust (>25 km),Pleistocene
322810,Tumalo,United States,Lava dome(s),,,Canada and Western USA,USA (Oregon),44.099,-121.541,1955,,Subduction zone / Continental crust (>25 km),Pleistocene
322811,Broken Top,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),44.08,-121.7,2797,,Subduction zone / Continental crust (>25 km),Pleistocene
322812,Williamson Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.924,-121.825,1921,,Subduction zone / Continental crust (>25 km),Pleistocene
322813,Irish Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.851,-121.975,2101,,Subduction zone / Continental crust (>25 km),Pleistocene
322814,Taylor Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),43.805,-122.018,1775,,Subduction zone / Continental crust (>25 km),Pleistocene
322815,Cultus Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.819,-121.871,2060,,Subduction zone / Continental crust (>25 km),Pleistocene
322816,Wuksi Butte-Twin Lakes,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.77,-121.77,1590,,Subduction zone / Continental crust (>25 km),Pleistocene
322817,Cupit Mary Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.731,-122.11,1879,,Subduction zone / Continental crust (>25 km),Pleistocene
322818,Fuji Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.659,-122.103,2177,,Subduction zone / Continental crust (>25 km),Pleistocene
322819,Maiden Peak,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.627,-121.965,2383,,Subduction zone / Continental crust (>25 km),Pleistocene
322820,Red Top Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.51,-122.03,2118,,Subduction zone / Continental crust (>25 km),Pleistocene
322821,Cowhorn Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.4,-122.054,2336,,Subduction zone / Continental crust (>25 km),Pleistocene
322822,Cappy Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),43.31,-121.979,2253,,Subduction zone / Continental crust (>25 km),Pleistocene
322823,China Hat-East Butte,United States,Lava dome(s),,,Canada and Western USA,USA (Oregon),43.681,-121.034,2004,,Rift zone / Continental crust (>25 km),Pleistocene
322824,Quartz Mountain,United States,Lava dome,,,Canada and Western USA,USA (Oregon),43.629,-120.899,1885,,Rift zone / Continental crust (>25 km),Pleistocene
322825,Fort Rock Volcanic Field,United States,Maar(s),,,Canada and Western USA,USA (Oregon),43.392,-121.142,1712,,Subduction zone / Continental crust (>25 km),Pleistocene
322826,Diamond Peak,United States,Shield,,,Canada and Western USA,USA (Oregon),43.521,-122.148,2665,,Subduction zone / Continental crust (>25 km),Pleistocene
322827,Thielsen,United States,Shield,,,Canada and Western USA,USA (Oregon),43.153,-122.065,2799,,Subduction zone / Continental crust (>25 km),Pleistocene
322828,Bailey,United States,Shield,,,Canada and Western USA,USA (Oregon),43.155,-122.219,2551,,Subduction zone / Continental crust (>25 km),Pleistocene
322829,Goose Nest,United States,Shield,,,Canada and Western USA,USA (Oregon),42.788,-122.154,2213,,Subduction zone / Continental crust (>25 km),Pleistocene
322830,Big Bunchgrass,United States,Pyroclastic cone,,,Canada and Western USA,USA (Oregon),42.703,-122.194,2024,,Subduction zone / Continental crust (>25 km),Pleistocene
322831,Imagination Peak,United States,Pyroclastic cone,,,Canada and Western USA,USA (Oregon),42.552,-122.201,1986,,Subduction zone / Continental crust (>25 km),Pleistocene
322832,Sprague River Valley,United States,Shield(s),,,Canada and Western USA,USA (Oregon),42.5,-121.5,1300,,Intraplate / Continental crust (>25 km),Pleistocene
322833,Pelican Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),42.52,-122.13,2449,,Subduction zone / Continental crust (>25 km),Pleistocene
322834,McLoughlin,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),42.445,-122.315,2894,,Subduction zone / Continental crust (>25 km),Pleistocene
322835,Brown Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),42.365,-122.27,2228,,Subduction zone / Continental crust (>25 km),Pleistocene
322836,Silver Creek,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.4,-119.5,1375,,Intraplate / Continental crust (>25 km),Pleistocene
322837,Saddle Butte,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43,-117.8,1700,,Rift zone / Continental crust (>25 km),Pleistocene
322838,Lava Butte,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.001,-117.422,1447,,Rift zone / Continental crust (>25 km),Pleistocene
322841,Mountain Lakes,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),42.32,-122.08,2502,,Subduction zone / Continental crust (>25 km),Pleistocene
322842,Jackies Butte,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),42.606,-117.589,1418,,Rift zone / Continental crust (>25 km),Pleistocene
323030,Brushy Butte,United States,Shield,,,Canada and Western USA,USA (California),41.178,-121.445,1168,,Subduction zone / Continental crust (>25 km),Pleistocene
323040,Twin Buttes,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.777,-121.591,1631,,Subduction zone / Continental crust (>25 km),Pleistocene
323050,Silver Lake,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.731,-121.841,1535,,Subduction zone / Continental crust (>25 km),Pleistocene
323060,Tumble Buttes,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.68,-121.55,2191,,Subduction zone / Continental crust (>25 km),Pleistocene
323090,Eagle Lake Field,United States,Fissure vent(s),,,Canada and Western USA,USA (California),40.63,-120.83,1652,,Subduction zone / Continental crust (>25 km),Pleistocene
323180,Coso Volcanic Field,United States,Lava dome(s),,,Canada and Western USA,USA (California),36.03,-117.82,2400,,Rift zone / Continental crust (>25 km),Pleistocene
323190,Lavic Lake,United States,Volcanic field,,,Canada and Western USA,USA (California),34.75,-116.625,1495,,Rift zone / Continental crust (>25 km),Pleistocene
323800,Copco Lake,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),41.97,-122.33,975,,Subduction zone / Continental crust (>25 km),Pleistocene
323801,Goosenest,United States,Shield,,,Canada and Western USA,USA (California),41.722,-122.22,2528,,Subduction zone / Continental crust (>25 km),Pleistocene
323802,Whaleback,United States,Shield,,,Canada and Western USA,USA (California),41.528,-122.14,2605,,Subduction zone / Continental crust (>25 km),Pleistocene
323803,Rainbow Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),41.474,-121.956,2323,,Subduction zone / Continental crust (>25 km),Pleistocene
323804,Hackamore,United States,Volcanic field,,,Canada and Western USA,USA (California),41.67,-121.17,1703,,Subduction zone / Continental crust (>25 km),Pleistocene
323805,Big Cave,United States,Shield,,,Canada and Western USA,USA (California),40.955,-121.365,1259,,Subduction zone / Continental crust (>25 km),Pleistocene
323806,Cinder Butte,United States,Shield,,,Canada and Western USA,USA (California),40.87,-121.49,1337,,Subduction zone / Continental crust (>25 km),Pleistocene
323807,Burney Mountain,United States,Lava dome(s),,,Canada and Western USA,USA (California),40.806,-121.628,2397,,Subduction zone / Continental crust (>25 km),Pleistocene
323808,Snow Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.763,-121.798,2077,,Subduction zone / Continental crust (>25 km),Pleistocene
323809,Magee Peak,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.698,-121.619,2647,,Subduction zone / Continental crust (>25 km),Pleistocene
323810,Blacks Mountain,United States,Shield,,,Canada and Western USA,USA (California),40.775,-121.191,2220,,Subduction zone / Continental crust (>25 km),Pleistocene
323811,Potato Butte,United States,Shield(s),,,Canada and Western USA,USA (California),40.63,-121.43,1532,,Subduction zone / Continental crust (>25 km),Pleistocene
323812,Latour Butte,United States,Lava cone,,,Canada and Western USA,USA (California),40.608,-121.709,2054,,Subduction zone / Continental crust (>25 km),Pleistocene
323813,Caribou,United States,Volcanic field,,,Canada and Western USA,USA (California),40.6,-121.15,2309,,Subduction zone / Continental crust (>25 km),Pleistocene
323814,Red Lake Mountain,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),40.571,-121.594,2036,,Subduction zone / Continental crust (>25 km),Pleistocene
323815,Table Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.557,-121.55,2097,,Subduction zone / Continental crust (>25 km),Pleistocene
323816,Black Butte,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),40.45,-122,813,,Subduction zone / Continental crust (>25 km),Pleistocene
323817,Dittmar,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.453,-121.347,2328,,Subduction zone / Continental crust (>25 km),Pleistocene
323818,Sifford Mountain,United States,Shield,,,Canada and Western USA,USA (California),40.416,-121.412,2149,,Subduction zone / Continental crust (>25 km),Pleistocene
323819,Maidu,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.3,-121.62,2123,,Subduction zone / Continental crust (>25 km),Pleistocene
323820,Inskip Hill,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.341,-121.943,945,,Subduction zone / Continental crust (>25 km),Pleistocene
323821,Sutter Buttes,United States,Lava dome(s),,,Canada and Western USA,USA (California),39.206,-121.821,645,,Subduction zone / Continental crust (>25 km),Pleistocene
323822,Long Valley,United States,Caldera,,,Canada and Western USA,USA (California),37.7,-118.87,3390,,Rift zone / Continental crust (>25 km),Pleistocene
323823,Big Pine Volcanic Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),37.05,-118.25,1950,,Subduction zone / Continental crust (>25 km),Pleistocene
323824,Lava Mountains Volcanic Field,United States,Lava dome(s),,,Canada and Western USA,USA (California),35.5,-117.5,1510,,Unknown,Pleistocene
323825,Cima Lava Field,United States,Volcanic field,,,Canada and Western USA,USA (California),35.27,-115.75,1509,,Rift zone / Continental crust (>25 km),Pleistocene
323826,Amboy,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),34.55,-115.78,288,,Rift zone / Continental crust (>25 km),Pleistocene
323827,Pinto Basin-Salton Creek,United States,Volcanic field,,,Canada and Western USA,USA (California),33.9,-115.63,600,,Subduction zone / Continental crust (>25 km),Pleistocene
324800,Sinker Butte,United States,Shield,,,Canada and Western USA,USA (Idaho),43.25,-116.62,1012,,Rift zone / Continental crust (>25 km),Pleistocene
324801,Mountain Home-Kuna Lava Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Idaho),43.2,-115.98,1040,,Subduction zone / Continental crust (>25 km),Pleistocene
324802,"Grande, Cerro",United States,Fissure vent(s),,,Canada and Western USA,USA (Idaho),43.45,-112.83,0,,Rift zone / Continental crust (>25 km),Pleistocene
324803,Blackfoot Lava Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Idaho),42.85,-111.75,2185,,Intraplate / Continental crust (>25 km),Pleistocene
324804,Menan Buttes,United States,Tuff cone(s),,,Canada and Western USA,USA (Idaho),43.78,-111.97,1713,,Rift zone / Continental crust (>25 km),Pleistocene
325802,Leucite Hills,United States,Volcanic field,,,Canada and Western USA,USA (Wyoming),41.8,-108.9,0,,Rift zone / Continental crust (>25 km),Pleistocene
326800,Buffalo Valley,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),40.35,-117.3,1750,,Rift zone / Continental crust (>25 km),Pleistocene
326801,Steamboat Springs,United States,Lava dome(s),,,Canada and Western USA,USA (Nevada),39.375,-119.72,1415,,Rift zone / Continental crust (>25 km),Pleistocene
326802,Aurora-Bodie,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),38.32,-118.88,2365,,Rift zone / Continental crust (>25 km),Pleistocene
326803,Lunar Crater,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Nevada),38.48,-115.97,2255,,Rift zone / Continental crust (>25 km),Pleistocene
326804,Clayton Valley,United States,Pyroclastic cone,,,Canada and Western USA,USA (Nevada),37.82,-117.62,1490,,Rift zone / Continental crust (>25 km),Pleistocene
326805,Crater Flat,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),36.77,-116.55,1128,,Rift zone / Continental crust (>25 km),Pleistocene
326810,Sheldon-Antelope,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),41.8,-119.1,0,,Rift zone / Continental crust (>25 km),Pleistocene
327010,Santa Clara,United States,Volcanic field,,,Canada and Western USA,USA (Utah),37.257,-113.625,1465,,Rift zone / Continental crust (>25 km),Pleistocene
327030,Bald Knoll,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Utah),37.328,-112.408,2135,,Rift zone / Continental crust (>25 km),Pleistocene
327800,Kolob,United States,Volcanic field,,,Canada and Western USA,USA (Utah),37.33,-113.12,2727,,Rift zone / Continental crust (>25 km),Pleistocene
327801,Mineral Mountains-Cove Fort,United States,Volcanic field,,,Canada and Western USA,USA (Utah),38.58,-112.67,2770,,Rift zone / Continental crust (>25 km),Pleistocene
327802,Smelter Knolls,United States,Lava dome(s),,,Canada and Western USA,USA (Utah),39.434,-112.857,1555,,Rift zone / Continental crust (>25 km),Pleistocene
327803,Fumarole Butte,United States,Shield,,,Canada and Western USA,USA (Utah),39.616,-112.803,1609,,Rift zone / Continental crust (>25 km),Pleistocene
327810,Potrillo Volcanic Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (New Mexico),31.98,-107.13,1695,,Unknown,Pleistocene
327811,Jornada del Muerto,United States,Shield,,,Canada and Western USA,USA (New Mexico),33.53,-106.87,1555,,Rift zone / Continental crust (>25 km),Pleistocene
327813,Lucero,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),34.42,-107.2,2395,,Rift zone / Continental crust (>25 km),Pleistocene
327814,Taylor Volcanic Field,United States,Stratovolcano,,,Canada and Western USA,USA (New Mexico),35.33,-107.45,3460,,Unknown,Pleistocene
327815,Cat Hills,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),34.83,-106.83,1750,,Rift zone / Continental crust (>25 km),Pleistocene
327816,Albuquerque,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),35.12,-106.75,1800,,Rift zone / Continental crust (>25 km),Pleistocene
327817,Valles Caldera,United States,Caldera,,,Canada and Western USA,USA (New Mexico),35.908,-106.517,3441,,Rift zone / Continental crust (>25 km),Pleistocene
327818,Taos Plateau,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.83,-105.83,3087,,Rift zone / Continental crust (>25 km),Pleistocene
327819,Ocate,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.12,-104.75,3000,,Rift zone / Continental crust (>25 km),Pleistocene
327820,Raton-Clayton,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.42,-104.08,3350,,Rift zone / Continental crust (>25 km),Pleistocene
328800,McCoy,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Colorado),39.97,-106.7,2402,,Rift zone / Continental crust (>25 km),Pleistocene
328801,Willow Peak,United States,Pyroclastic cone,,,Canada and Western USA,USA (Colorado),39.662,-107.17,3061,,Rift zone / Continental crust (>25 km),Pleistocene
329801,Sentinel Plain,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),32.8,-113.2,160,,Rift zone / Continental crust (>25 km),Pleistocene
329802,Springerville Volcanic Field,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),34.192,-109.629,3091,,Unknown,Pleistocene
329803,San Carlos,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),33.25,-110.25,1000,,Rift zone / Continental crust (>25 km),Pleistocene
329804,Geronimo,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),32.5,-109.25,1300,,Rift zone / Continental crust (>25 km),Pleistocene
331025,Vance Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.3,-130.1,-1985,,Rift zone / Oceanic crust (< 15 km),Pleistocene
331033,Central Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),41.78,-127.109,-3300,,Rift zone / Intermediate crust (15-25 km),Pleistocene
331034,Phoenix Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),41.404,-127.38,-3000,,Rift zone / Intermediate crust (15-25 km),Pleistocene
332080,Kaena,United States,Submarine,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.822,-158.772,-1200,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332800,Kohala,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.08,-155.72,1668,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332801,Kahoolawe,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.57,-156.57,450,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332802,Mahukona,United States,Submarine,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.17,-156.42,-1080,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332803,West Maui,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.88,-156.6,1764,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332804,Lanai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.82,-156.85,1021,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332805,East Molokai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.12,-156.87,1506,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332806,West Molokai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.15,-157.17,418,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332807,Koolau,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.37,-157.8,941,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332808,Waianae,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.52,-158.15,1220,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332809,Kauai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,22.07,-159.5,1668,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332810,Niihau,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.95,-160.08,390,,Intraplate / Oceanic crust (< 15 km),Pleistocene
332811,Kaula,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.67,-160.55,194,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333800,Hiva Oa,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-9.78,-139.03,1067,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333801,Fatu Hiva,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-10.47,-138.65,955,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333802,Moorea,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.552,-149.823,1138,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333803,Tahiti-Nui,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.696,-149.523,1631,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333804,Tahiti-Iti,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.798,-149.237,1169,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333805,Aitutaki,New Zealand,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-18.9,-159.77,124,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333806,Rarotonga,New Zealand,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-21.23,-159.75,639,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333807,Rurutu,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-22.45,-151.35,394,,Intraplate / Oceanic crust (< 15 km),Pleistocene
333808,Pitcairn,United Kingdom,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-25.068,-130.113,313,,Intraplate / Oceanic crust (< 15 km),Pleistocene
335010,Antipodes Island,New Zealand,Pyroclastic cone(s),,,New Zealand to Fiji,New Zealand,-49.684,178.781,359,,Intraplate / Oceanic crust (< 15 km),Pleistocene
335040,Unnamed,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (southern),-50.457,-139.154,-594,,Unknown,Pleistocene
341010,Tres Virgenes,Mexico,Stratovolcano(es),,,México and Central America,Mexico,27.47,-112.591,1934,,Rift zone / Continental crust (>25 km),Pleistocene
341800,"Leon, Cerro",Mexico,Cone,,,México and Central America,Mexico,30.227,-114.655,280,,Rift zone / Continental crust (>25 km),Pleistocene
341801,San Ignacio Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,27.633,-113.05,1500,,Rift zone / Oceanic crust (< 15 km),Pleistocene
341802,"Aguajito, El",Mexico,Caldera,,,México and Central America,Mexico,27.554,-112.552,1274,,Rift zone / Continental crust (>25 km),Pleistocene
341803,"Reforma, La",Mexico,Caldera,,,México and Central America,Mexico,27.508,-112.392,1300,,Rift zone / Continental crust (>25 km),Pleistocene
341804,"Pulpito, Punta",Mexico,Lava dome,,,México and Central America,Mexico,26.517,-111.444,131,,Rift zone / Continental crust (>25 km),Pleistocene
341805,"Mencenares, Cerro",Mexico,Lava dome(s),,,México and Central America,Mexico,26.28,-111.47,790,,Rift zone / Continental crust (>25 km),Pleistocene
341806,Moctezuma Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,29.63,-109.52,0,,Unknown,Pleistocene
341807,Camargo Volcanic Field,Mexico,Pyroclastic cone(s),,,México and Central America,Mexico,27.75,-104.42,1900,,Intraplate / Continental crust (>25 km),Pleistocene
341808,Santo Domingo Volcanic Field,Mexico,Maar(s),,,México and Central America,Mexico,22.83,-100.08,1550,,Intraplate / Continental crust (>25 km),Pleistocene
341809,Ventura Volcanic Field,Mexico,Maar(s),,,México and Central America,Mexico,22.35,-100.7,2035,,Intraplate / Continental crust (>25 km),Pleistocene
341810,San Juan,Mexico,Stratovolcano(es),,,México and Central America,Mexico,21.47,-104.97,2240,,Subduction zone / Continental crust (>25 km),Pleistocene
341811,"Navajas, Las",Mexico,Shield,,,México and Central America,Mexico,21.531,-104.729,1680,,Subduction zone / Continental crust (>25 km),Pleistocene
341812,Santa Maria del Oro,Mexico,Maar,,,México and Central America,Mexico,21.371,-104.571,1120,,Subduction zone / Continental crust (>25 km),Pleistocene
341813,Tepetiltic,Mexico,Stratovolcano,,,México and Central America,Mexico,21.27,-104.7,2020,,Subduction zone / Continental crust (>25 km),Pleistocene
341814,San Pedro,Mexico,Caldera,,,México and Central America,Mexico,21.17,-104.73,2000,,Subduction zone / Continental crust (>25 km),Pleistocene
341815,San Sebastian Volcanic Field,Mexico,Pyroclastic cone(s),,,México and Central America,Mexico,20.83,-104.82,1780,,Subduction zone / Continental crust (>25 km),Pleistocene
341816,"Volcanes, Los",Mexico,Volcanic field,,,México and Central America,Mexico,20.33,-104.5,2080,,Subduction zone / Continental crust (>25 km),Pleistocene
341817,Northern Atenguillo,Mexico,Shield(s),,,México and Central America,Mexico,20.75,-104.5,1700,,Subduction zone / Continental crust (>25 km),Pleistocene
341818,Tequila,Mexico,Stratovolcano,,,México and Central America,Mexico,20.788,-103.847,2920,,Subduction zone / Continental crust (>25 km),Pleistocene
341819,Northern Guadalajara Mesa,Mexico,Lava dome(s),,,México and Central America,Mexico,20.88,-103.4,1820,,Subduction zone / Continental crust (>25 km),Pleistocene
341820,"Primavera, Sierra la",Mexico,Caldera,,,México and Central America,Mexico,20.62,-103.52,2270,,Subduction zone / Continental crust (>25 km),Pleistocene
341821,Southern Guadalajara,Mexico,Volcanic field,,,México and Central America,Mexico,20.525,-103.242,2160,,Subduction zone / Continental crust (>25 km),Pleistocene
341822,Acatlan Volcanic Field,Mexico,Caldera,,,México and Central America,Mexico,20.45,-103.57,1990,,Subduction zone / Continental crust (>25 km),Pleistocene
341823,"Cantaro, Volcan el",Mexico,Stratovolcano,,,México and Central America,Mexico,19.72,-103.63,2920,,Subduction zone / Continental crust (>25 km),Pleistocene
341824,"Azufres, Los",Mexico,Caldera,,,México and Central America,Mexico,19.85,-100.63,3400,,Subduction zone / Continental crust (>25 km),Pleistocene
341825,Tláloc,Mexico,Stratovolcano,,,México and Central America,Mexico,19.411,-98.713,4120,,Subduction zone / Continental crust (>25 km),Pleistocene
341826,Telapón,Mexico,Stratovolcano,,,México and Central America,Mexico,19.37,-98.72,4080,,Subduction zone / Continental crust (>25 km),Pleistocene
341827,Acoculco,Mexico,Caldera,,,México and Central America,Mexico,19.97,-98.2,3020,,Subduction zone / Continental crust (>25 km),Pleistocene
341828,"Grande, Cerro",Mexico,Volcanic field,,,México and Central America,Mexico,19.62,-97.93,3050,,Subduction zone / Continental crust (>25 km),Pleistocene
341829,Poza Rica,Mexico,Volcanic field,,,México and Central America,Mexico,20.42,-97.83,2250,,Subduction zone / Continental crust (>25 km),Pleistocene
341830,San Martin Pajapan,Mexico,Stratovolcano(es),,,México and Central America,Mexico,18.303,-94.73,1250,,Subduction zone / Continental crust (>25 km),Pleistocene
341831,Apas-Navenchauc,Mexico,Caldera(s),,,México and Central America,Mexico,16.716,-92.786,0,,Subduction zone / Continental crust (>25 km),Pleistocene
341832,Huitepec,Mexico,Lava dome,,,México and Central America,Mexico,16.743,-92.694,2744,,Subduction zone / Continental crust (>25 km),Pleistocene
341833,Mispia,Mexico,Lava dome(s),,,México and Central America,Mexico,16.447,-92.539,1750,,Subduction zone / Continental crust (>25 km),Pleistocene
341836,Aldama Volcanic Field,Mexico,Volcanic field,,,México and Central America,Mexico,23.2,-98.02,600,,Intraplate / Continental crust (>25 km),Pleistocene
341837,"Flores, Los",Mexico,Volcanic field,,,México and Central America,Mexico,22.58,-99.38,520,,Intraplate / Continental crust (>25 km),Pleistocene
341838,Apan-Tezontepec,Mexico,Volcanic field,,,México and Central America,Mexico,19.75,-98.5,3100,,Subduction zone / Continental crust (>25 km),Pleistocene
342800,Santo Tomas,Guatemala,Stratovolcano(es),,,México and Central America,Guatemala,14.71,-91.479,3542,,Subduction zone / Continental crust (>25 km),Pleistocene
342801,Cuxliquel,Guatemala,Lava dome(s),,,México and Central America,Guatemala,14.889,-91.398,3029,,Subduction zone / Continental crust (>25 km),Pleistocene
342802,Barahona,Guatemala,Caldera(s),,,México and Central America,Guatemala,14.55,-90.78,2282,,Subduction zone / Continental crust (>25 km),Pleistocene
