"postcode","suburb","state","dc","type","lat","lon"
6488,"NORTH TRAYNING","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.04111","117.79278"
6488,"SOUTH TRAYNING","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.241311","117.791474"
6488,"TRAYNING","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.114099","117.79217"
6489,"KUNUNOPPIN","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.112821","117.918886"
6489,"NORTH KUNUNOPPIN","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.03333","117.96222"
6489,"SOUTH KUNUNOPPIN","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.22667","117.91833"
6490,"BURRAN ROCK","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.260227","118.008744"
6490,"CHANDLER","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.08945","118.345952"
6490,"ELABBIN","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.254913","118.140799"
6490,"KWELKAN","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.134657","118.019762"
6490,"NUNGARIN","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.183174","118.100165"
6490,"TALGOMINE","WA","MERREDIN POST SHOP","Delivery Area                                ","-31.184186","118.265991"
6501,"MUCHEA","WA","MUCHEA LPO","Delivery Area                                ","-31.604231","115.985004"
6502,"BINDOON","WA","BINDOON LPO","Delivery Area                                ","-31.385163","116.096186"
6502,"BINDOON TRAINING AREA","WA","BINDOON LPO","Delivery Area                                ","-31.29833","116.29472"
6503,"BAMBUN","WA","GINGIN LPO","Delivery Area                                ","-31.419695","115.9014"
6503,"BEERMULLAH","WA","GINGIN LPO","Delivery Area                                ","-31.241857","115.802995"
6503,"BOONANARRING","WA","GINGIN LPO","Delivery Area                                ","-31.261546","115.849344"
6503,"BREERA","WA","GINGIN LPO","Delivery Area                                ","-31.443805","115.959529"
6503,"COONABIDGEE","WA","GINGIN LPO","Delivery Area                                ","-31.38056","115.84444"
6503,"COWALLA","WA","GINGIN LPO","Delivery Area                                ","-31.122328","115.569046"
6503,"CULLALLA","WA","GINGIN LPO","Delivery Area                                ","-31.23901","116.039565"
6503,"GINGIN","WA","GINGIN LPO","Delivery Area                                ","-31.34781","115.904737"
6503,"GINGINUP","WA","GINGIN LPO","Delivery Area                                ","-31.31778","115.90833"
6503,"GRANVILLE","WA","GINGIN LPO","Delivery Area                                ","-31.328371","115.868067"
6503,"LENNARD BROOK","WA","GINGIN LPO","Delivery Area                                ","-31.38583","115.92861"
6503,"MINDARRA","WA","GINGIN LPO","Delivery Area                                ","-31.10583","115.91056"
6503,"MOONDAH","WA","GINGIN LPO","Delivery Area                                ","-31.32306","115.97111"
6503,"MOORE RIVER NATIONAL PARK","WA","GINGIN LPO","Delivery Area                                ","-31.12495","115.684969"
6503,"MUCKENBURRA","WA","GINGIN LPO","Delivery Area                                ","-31.33472","115.78194"
6503,"NEERGABBY","WA","GINGIN LPO","Delivery Area                                ","-31.299519","115.63737"
6503,"ORANGE SPRINGS","WA","GINGIN LPO","Delivery Area                                ","-31.026095","115.642157"
6503,"RED GULLY","WA","GINGIN LPO","Delivery Area                                ","-31.08778","115.844505"
6503,"WANERIE","WA","GINGIN LPO","Delivery Area                                ","-31.167487","115.568234"
6503,"YEAL","WA","GINGIN LPO","Delivery Area                                ","-31.45639","115.75917"
6504,"MOOLIABEENEE","WA","BINDOON LPO","Delivery Area                                ","-31.327595","116.02722"
6505,"WANNAMAL","WA","WANNAMAL CPA","Delivery Area                                ","-31.173278","115.931415"
6506,"MOGUMBER","WA","MOGUMBER CPA","Delivery Area                                ","-31.0235","115.962385"
6507,"CATABY","WA","DANDARAGAN LPO","Delivery Area                                ","-30.736585","115.54195"
6507,"COOLJARLOO","WA","DANDARAGAN LPO","Delivery Area                                ","-30.65444","115.37528"
6507,"DANDARAGAN","WA","DANDARAGAN LPO","Delivery Area                                ","-30.672495","115.702932"
6507,"MIMEGARRA","WA","DANDARAGAN LPO","Delivery Area                                ","-30.84833","115.45139"
6507,"REGANS FORD","WA","DANDARAGAN LPO","Delivery Area                                ","-30.971893","115.701788"
6507,"YATHROO","WA","DANDARAGAN LPO","Delivery Area                                ","-30.82056","115.82361"
6509,"GLENTROMIE","WA","NEW NORCIA LPO","Delivery Area                                ","-30.886908","116.244326"
6509,"NEW NORCIA","WA","NEW NORCIA LPO","Delivery Area                                ","-30.969258","116.215936"
6509,"WADDINGTON","WA","NEW NORCIA LPO","Delivery Area                                ","-30.832905","116.26924"
6509,"YARAWINDAH","WA","NEW NORCIA LPO","Delivery Area                                ","-31.07639","116.23944"
6510,"BARBERTON","WA","MOORA LPO","Delivery Area                                ","-30.729825","116.026509"
6510,"BERKSHIRE VALLEY","WA","MOORA LPO","Delivery Area                                ","-30.554798","116.125521"
6510,"GILLINGARRA","WA","MOORA LPO","Delivery Area                                ","-30.930683","116.04777"
6510,"KOOJAN","WA","MOORA LPO","Delivery Area                                ","-30.849312","116.028366"
6510,"MOORA","WA","MOORA LPO","Delivery Area                                ","-30.640991","116.008013"
6510,"WALEBING","WA","MOORA LPO","Delivery Area                                ","-30.695563","116.211452"
6511,"CERVANTES","WA","MOORA LPO","Delivery Area                                ","-30.498083","115.081138"
6512,"COOMBERDALE","WA","MOORA LPO","Delivery Area                                ","-30.443603","116.041424"
6512,"NAMBAN","WA","MOORA LPO","Delivery Area                                ","-30.360939","116.056392"
6513,"GUNYIDI","WA","WATHEROO LPO","Delivery Area                                ","-30.145253","116.076219"
6513,"WATHEROO","WA","WATHEROO LPO","Delivery Area                                ","-30.298755","116.058433"
6514,"GREEN HEAD","WA","LEEMAN LPO","Delivery Area                                ","-30.063852","114.968731"
6514,"LEEMAN","WA","LEEMAN LPO","Delivery Area                                ","-29.945086","114.979916"
6515,"COOROW","WA","COOROW LPO","Delivery Area                                ","-29.882389","116.02162"
6515,"EGANU","WA","COOROW LPO","Delivery Area                                ","-30.02056","115.75389"
6515,"MARCHAGEE","WA","COOROW LPO","Delivery Area                                ","-30.054891","116.074394"
6515,"WADDY FOREST","WA","COOROW LPO","Delivery Area                                ","-29.85194","116.19861"
6516,"JURIEN BAY","WA","JURIEN LPO","Delivery Area                                ","-30.307885","115.03648"
6517,"CARNAMAH","WA","CARNAMAH LPO","Delivery Area                                ","-29.688487","115.886125"
6518,"ENEABBA","WA","ENEABBA LPO","Delivery Area                                ","-29.817799","115.267594"
6518,"WARRADARGE","WA","ENEABBA LPO","Delivery Area                                ","-30.045739","115.325992"
6519,"ARRINO","WA","THREE SPRINGS LPO","Delivery Area                                ","-29.440061","115.628368"
6519,"ARROWSMITH EAST","WA","THREE SPRINGS LPO","Delivery Area                                ","-29.614595","115.340133"
6519,"DUDAWA","WA","THREE SPRINGS LPO","Delivery Area                                ","-29.38611","115.73528"
6519,"KADATHINNI","WA","THREE SPRINGS LPO","Delivery Area                                ","-29.632562","115.593188"
6519,"THREE SPRINGS","WA","THREE SPRINGS LPO","Delivery Area                                ","-29.533163","115.76176"
6519,"WOMARDEN","WA","THREE SPRINGS LPO","Delivery Area                                ","-29.48083","115.86889"
6521,"BADGINGARRA","WA","BADGINGARRA LPO","Delivery Area                                ","-30.387022","115.496702"
6521,"BOOTHENDARRA","WA","BADGINGARRA LPO","Delivery Area                                ","-30.20917","115.61389"
6521,"GREY","WA","BADGINGARRA LPO","Delivery Area                                ","-30.657323","115.135089"
6521,"HILL RIVER","WA","BADGINGARRA LPO","Delivery Area                                ","-30.25583","115.34611"
6521,"NAMBUNG","WA","BADGINGARRA LPO","Delivery Area                                ","-30.576109","115.222627"
6522,"BUNDANOON","WA","MINGENEW LPO","Delivery Area                                ","-29.29944","115.49222"
6522,"HOLMWOOD","WA","MINGENEW LPO","Delivery Area                                ","-29.05611","115.60972"
6522,"IKEWA","WA","MINGENEW LPO","Delivery Area                                ","-29.18417","115.53889"
6522,"LOCKIER","WA","MINGENEW LPO","Delivery Area                                ","-29.18111","115.32833"
6522,"MINGENEW","WA","MINGENEW LPO","Delivery Area                                ","-29.190203","115.442073"
6522,"MOORIARY","WA","MINGENEW LPO","Delivery Area                                ","-29.27417","115.33917"
6522,"MOUNT BUDD","WA","MINGENEW LPO","Delivery Area                                ","-29.18028","115.61972"
6522,"NANGETTY","WA","MINGENEW LPO","Delivery Area                                ","-29.00417","115.44222"
6522,"YANDANOOKA","WA","MINGENEW LPO","Delivery Area                                ","-29.314543","115.569104"
6522,"YARRAGADEE","WA","MINGENEW LPO","Delivery Area                                ","-29.120058","115.441726"
6525,"ALLANOOKA","WA","DONGARA LPO","Delivery Area                                ","-29.047262","115.029078"
6525,"ARROWSMITH","WA","DONGARA LPO","Delivery Area                                ","-29.543558","115.06993"
6525,"BONNIEFIELD","WA","DONGARA LPO","Delivery Area                                ","-29.20583","114.93917"
6525,"BOOKARA","WA","DONGARA LPO","Delivery Area                                ","-29.041108","114.865221"
6525,"DONGARA","WA","DONGARA LPO","Delivery Area                                ","-29.251261","114.934975"
6525,"IRWIN","WA","DONGARA LPO","Delivery Area                                ","-29.219343","115.080718"
6525,"MILO","WA","DONGARA LPO","Delivery Area                                ","-29.28806","115.18389"
6525,"MOUNT ADAMS","WA","DONGARA LPO","Delivery Area                                ","-29.36833","115.11389"
6525,"MOUNT HORNER","WA","DONGARA LPO","Delivery Area                                ","-29.140144","115.096738"
6525,"PORT DENISON","WA","DONGARA LPO","Delivery Area                                ","-29.276446","114.921614"
6525,"SPRINGFIELD","WA","DONGARA LPO","Delivery Area                                ","-29.276831","114.949751"
6525,"YARDARINO","WA","DONGARA LPO","Delivery Area                                ","-29.214918","115.02997"
6528,"MOUNT HILL","WA","WALKAWAY LPO","Delivery Area                                ","-28.9825","114.9075"
6528,"SOUTH GREENOUGH","WA","WALKAWAY LPO","Delivery Area                                ","-29.025104","114.820598"
6528,"WALKAWAY","WA","WALKAWAY LPO","Delivery Area                                ","-28.940081","114.802026"
6530,"BEACHLANDS","WA","GERALDTON DC","Delivery Area                                ","-28.788893","114.59948"
6530,"BERESFORD","WA","GERALDTON DC","Delivery Area                                ","-28.760978","114.619326"
6530,"BLUFF POINT","WA","GERALDTON DC","Delivery Area                                ","-28.73941","114.623715"
6530,"GERALDTON","WA","GERALDTON DC","Delivery Area                                ","-28.773068","114.611265"
6530,"KARLOO","WA","GERALDTON DC","Delivery Area                                ","-28.794637","114.641016"
6530,"MAHOMETS FLATS","WA","GERALDTON DC","Delivery Area                                ","-28.791595","114.612747"
6530,"MERU","WA","GERALDTON DC","Delivery Area                                ","-28.80278","114.68556"
6530,"MORESBY","WA","GERALDTON DC","Delivery Area                                ","-28.717866","114.659765"
6530,"MOUNT TARCOOLA","WA","GERALDTON DC","Delivery Area                                ","-28.796645","114.622956"
6530,"RANGEWAY","WA","GERALDTON DC","Delivery Area                                ","-28.783891","114.629558"
6530,"SPALDING","WA","GERALDTON DC","Delivery Area                                ","-28.738569","114.632927"
6530,"STRATHALBYN","WA","GERALDTON DC","Delivery Area                                ","-28.755096","114.641805"
6530,"SUNSET BEACH","WA","GERALDTON DC","Delivery Area                                ","-28.719983","114.620701"
6530,"TARCOOLA BEACH","WA","GERALDTON DC","Delivery Area                                ","-28.802224","114.61839"
6530,"UTAKARRA","WA","GERALDTON DC","Delivery Area                                ","-28.779407","114.65534"
6530,"WAGGRAKINE","WA","GERALDTON DC","Delivery Area                                ","-28.714008","114.650391"
6530,"WANDINA","WA","GERALDTON DC","Delivery Area                                ","-28.821099","114.633328"
6530,"WEBBERTON","WA","GERALDTON DC","Delivery Area                                ","-28.753633","114.629541"
6530,"WEST END","WA","GERALDTON DC","Delivery Area                                ","-28.778716","114.58944"
6530,"WONTHELLA","WA","GERALDTON DC","Delivery Area                                ","-28.765042","114.630701"
6530,"WOORREE","WA","GERALDTON DC","Delivery Area                                ","-28.773435","114.654047"
6531,"GERALDTON","WA","GERALDTON DC","Post Office Boxes                            ","-32.278396","115.740693"
6532,"AJANA","WA","GERALDTON DC","Delivery Area                                ","-27.948607","114.61132"
6532,"BINNU","WA","GERALDTON DC","Delivery Area                                ","-28.034278","114.676071"
6532,"BOOTENAL","WA","GERALDTON DC","Delivery Area                                ","-28.856282","114.729902"
6532,"BRINGO","WA","GERALDTON DC","Delivery Area                                ","-28.744049","114.838912"
6532,"BULLER","WA","GERALDTON DC","Delivery Area                                ","-28.652993","114.62023"
6532,"BURMA ROAD","WA","GERALDTON DC","Delivery Area                                ","-28.96694","115.07694"
6532,"CAPE BURNEY","WA","GERALDTON DC","Delivery Area                                ","-28.861013","114.642753"
6532,"CARRARANG","WA","GERALDTON DC","Delivery Area                                ","-26.47889","113.507136"
6532,"COBURN","WA","GERALDTON DC","Delivery Area                                ","-26.697308","114.317642"
6532,"COOLCALALAYA","WA","GERALDTON DC","Delivery Area                                ","-27.526034","115.053774"
6532,"DARTMOOR","WA","GERALDTON DC","Delivery Area                                ","-28.01694","115.14944"
6532,"DEEPDALE","WA","GERALDTON DC","Delivery Area                                ","-28.796491","114.672209"
6532,"DINDILOA","WA","GERALDTON DC","Delivery Area                                ","-28.43675","114.809118"
6532,"DRUMMOND COVE","WA","GERALDTON DC","Delivery Area                                ","-28.675888","114.611822"
6532,"DURAWAH","WA","GERALDTON DC","Delivery Area                                ","-28.571235","114.938392"
6532,"EAST CHAPMAN","WA","GERALDTON DC","Delivery Area                                ","-28.684138","114.752759"
6532,"EAST NABAWA","WA","GERALDTON DC","Delivery Area                                ","-28.49556","114.92306"
6532,"EAST YUNA","WA","GERALDTON DC","Delivery Area                                ","-28.403666","115.175342"
6532,"ELLENDALE","WA","GERALDTON DC","Delivery Area                                ","-28.86639","114.98139"
6532,"ERADU","WA","GERALDTON DC","Delivery Area                                ","-28.647696","115.088337"
6532,"ERADU SOUTH","WA","GERALDTON DC","Delivery Area                                ","-28.771923","115.070577"
6532,"EURARDY","WA","GERALDTON DC","Delivery Area                                ","-27.49487","114.72174"
6532,"GEORGINA","WA","GERALDTON DC","Delivery Area                                ","-28.890088","114.765215"
6532,"GLENFIELD","WA","GERALDTON DC","Delivery Area                                ","-28.703336","114.621869"
6532,"GREENOUGH","WA","GERALDTON DC","Delivery Area                                ","-28.954394","114.756552"
6532,"HAMELIN POOL","WA","GERALDTON DC","Delivery Area                                ","-26.434966","114.201071"
6532,"HICKETY","WA","GERALDTON DC","Delivery Area                                ","-28.45639","114.71611"
6532,"HOWATHARRA","WA","GERALDTON DC","Delivery Area                                ","-28.533575","114.630979"
6532,"KOJARENA","WA","GERALDTON DC","Delivery Area                                ","-28.723892","114.863343"
6532,"MARRAH","WA","GERALDTON DC","Delivery Area                                ","-28.43361","114.96667"
6532,"MEADOW","WA","GERALDTON DC","Delivery Area                                ","-26.699947","114.618096"
6532,"MINNENOOKA","WA","GERALDTON DC","Delivery Area                                ","-28.82444","114.90028"
6532,"MOONYOONOOKA","WA","GERALDTON DC","Delivery Area                                ","-28.781605","114.726853"
6532,"MOUNT ERIN","WA","GERALDTON DC","Delivery Area                                ","-28.556925","114.854856"
6532,"NABAWA","WA","GERALDTON DC","Delivery Area                                ","-28.500361","114.789613"
6532,"NANSON","WA","GERALDTON DC","Delivery Area                                ","-28.564277","114.759362"
6532,"NARALING","WA","GERALDTON DC","Delivery Area                                ","-28.410189","114.854195"
6532,"NARNGULU","WA","GERALDTON DC","Delivery Area                                ","-28.828974","114.704558"
6532,"NARRA TARRA","WA","GERALDTON DC","Delivery Area                                ","-28.63028","114.75028"
6532,"NERREN NERREN","WA","GERALDTON DC","Delivery Area                                ","-27.127499","114.630663"
6532,"NOLBA","WA","GERALDTON DC","Delivery Area                                ","-28.36458","114.873245"
6532,"NORTH ERADU","WA","GERALDTON DC","Delivery Area                                ","-28.55972","115.11917"
6532,"NORTHERN GULLY","WA","GERALDTON DC","Delivery Area                                ","-28.701791","114.918948"
6532,"OAKAJEE","WA","GERALDTON DC","Delivery Area                                ","-28.63358","114.62811"
6532,"ROCKWELL","WA","GERALDTON DC","Delivery Area                                ","-28.345269","114.915686"
6532,"RUDDS GULLY","WA","GERALDTON DC","Delivery Area                                ","-28.838767","114.668879"
6532,"SANDSPRINGS","WA","GERALDTON DC","Delivery Area                                ","-28.81167","114.94167"
6532,"SOUTH YUNA","WA","GERALDTON DC","Delivery Area                                ","-28.36472","115.01611"
6532,"TAMALA","WA","GERALDTON DC","Delivery Area                                ","-26.668045","113.654497"
6532,"TIBRADDEN","WA","GERALDTON DC","Delivery Area                                ","-28.76611","114.92194"
6532,"TOOLONGA","WA","GERALDTON DC","Delivery Area                                ","-26.720511","114.985137"
6532,"VALENTINE","WA","GERALDTON DC","Delivery Area                                ","-28.55722","115.05111"
6532,"WANDANA","WA","GERALDTON DC","Delivery Area                                ","-28.191503","115.318146"
6532,"WEST BINNU","WA","GERALDTON DC","Delivery Area                                ","-27.9725","114.4275"
6532,"WHITE PEAK","WA","GERALDTON DC","Delivery Area                                ","-28.635866","114.64339"
6532,"WICHERINA","WA","GERALDTON DC","Delivery Area                                ","-28.717534","115.015304"
6532,"WICHERINA SOUTH","WA","GERALDTON DC","Delivery Area                                ","-28.77694","115.03444"
6532,"YETNA","WA","GERALDTON DC","Delivery Area                                ","-28.61169","114.72588"
6532,"YUNA","WA","GERALDTON DC","Delivery Area                                ","-28.328373","115.002356"
6535,"ALMA","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.233375","114.693575"
6535,"BOWES","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.44806","114.59722"
6535,"EAST BOWES","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.35028","114.73167"
6535,"GREGORY","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.186518","114.250763"
6535,"HORROCKS","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.379076","114.431432"
6535,"ISSEKA","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.43451","114.651726"
6535,"NORTHAMPTON","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.352229","114.630085"
6535,"OGILVIE","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.179126","114.642264"
6535,"SANDY GULLY","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.32417","114.48694"
6535,"YALLABATHARRA","WA","NORTHAMPTON LPO","Delivery Area                                ","-28.13111","114.34417"
6536,"KALBARRI","WA","KALBARRI LPO","Delivery Area                                ","-27.710568","114.164418"
6536,"KALBARRI NATIONAL PARK","WA","KALBARRI LPO","Delivery Area                                ","-27.666154","114.393316"
6536,"ZUYTDORP","WA","KALBARRI LPO","Delivery Area                                ","-27.44083","114.24806"
6537,"DENHAM","WA","DENHAM LPO","Delivery Area                                ","-25.927885","113.533715"
6537,"DIRK HARTOG ISLAND","WA","DENHAM LPO","Delivery Area                                ","-25.821446","113.079506"
6537,"FRANCOIS PERON NATIONAL PARK","WA","DENHAM LPO","Delivery Area                                ","-25.878383","113.60696"
6537,"MONKEY MIA","WA","DENHAM LPO","Delivery Area                                ","-25.797624","113.691395"
6537,"NANGA","WA","DENHAM LPO","Delivery Area                                ","-26.255568","113.80862"
6537,"SHARK BAY","WA","DENHAM LPO","Delivery Area                                ","-26.23459","113.81375"
6537,"USELESS LOOP","WA","DENHAM LPO","Delivery Area                                ","-26.13889","113.409565"
6556,"BEECHINA","WA","CHIDLOW LPO","Delivery Area                                ","-31.860734","116.315042"
6556,"CHIDLOW","WA","CHIDLOW LPO","Delivery Area                                ","-31.862995","116.265618"
6556,"GORRIE","WA","CHIDLOW LPO","Delivery Area                                ","-31.90861","116.31083"
6556,"MALMALLING","WA","CHIDLOW LPO","Delivery Area                                ","-31.96639","116.36444"
6556,"THE LAKES","WA","CHIDLOW LPO","Delivery Area                                ","-31.875733","116.321421"
6558,"WOOROLOO","WA","WOOROLOO LPO","Delivery Area                                ","-31.804012","116.312779"
6560,"WUNDOWIE","WA","WUNDOWIE LPO","Delivery Area                                ","-31.753412","116.385152"
6562,"BAKERS HILL","WA","BAKERS HILL LPO","Delivery Area                                ","-31.747506","116.459591"
6562,"COPLEY","WA","BAKERS HILL LPO","Delivery Area                                ","-31.8025","116.47556"
6562,"WOOTTATING","WA","BAKERS HILL LPO","Delivery Area                                ","-31.875654","116.419252"
6564,"CLACKLINE","WA","CLACKLINE CPA","Delivery Area                                ","-31.719218","116.506842"
6566,"BEJOORDING","WA","TOODYAY LPO","Delivery Area                                ","-31.383465","116.533656"
6566,"CARANI","WA","TOODYAY LPO","Delivery Area                                ","-31.008556","116.433184"
6566,"COONDLE","WA","TOODYAY LPO","Delivery Area                                ","-31.51461","116.456297"
6566,"CULHAM","WA","TOODYAY LPO","Delivery Area                                ","-31.428703","116.462324"
6566,"DUMBARTON","WA","TOODYAY LPO","Delivery Area                                ","-31.568207","116.522952"
6566,"HODDYS WELL","WA","TOODYAY LPO","Delivery Area                                ","-31.651611","116.488968"
6566,"KATRINE","WA","TOODYAY LPO","Delivery Area                                ","-31.618982","116.555338"
6566,"NUNILE","WA","TOODYAY LPO","Delivery Area                                ","-31.472415","116.5793"
6566,"TOODYAY","WA","TOODYAY LPO","Delivery Area                                ","-31.550025","116.467302"
6566,"WEST TOODYAY","WA","TOODYAY LPO","Delivery Area                                ","-31.54083","116.39278"
6567,"DEWARS POOL","WA","TOODYAY LPO","Delivery Area                                ","-31.459208","116.419958"
6567,"JULIMAR","WA","TOODYAY LPO","Delivery Area                                ","-31.452222","116.165809"
6567,"MOONDYNE","WA","TOODYAY LPO","Delivery Area                                ","-31.55722","116.19361"
6568,"BOLGART","WA","TOODYAY LPO","Delivery Area                                ","-31.274938","116.508618"
6568,"WATTENING","WA","TOODYAY LPO","Delivery Area                                ","-31.32","116.47667"
6568,"WYENING","WA","TOODYAY LPO","Delivery Area                                ","-31.178451","116.478979"
6569,"CALINGIRI","WA","TOODYAY LPO","Delivery Area                                ","-31.091752","116.44884"
6569,"OLD PLAINS","WA","TOODYAY LPO","Delivery Area                                ","-31.12472","116.34611"
6571,"YERECOIN","WA","TOODYAY LPO","Delivery Area                                ","-30.922107","116.389442"
6574,"BINDI BINDI","WA","MOORA LPO","Delivery Area                                ","-30.627746","116.364029"
6574,"GABALONG","WA","MOORA LPO","Delivery Area                                ","-30.721095","116.398859"
6575,"MILING","WA","MOORA LPO","Delivery Area                                ","-30.49034","116.360856"
6603,"KONNONGORRING","WA","WONGAN HILLS LPO","Delivery Area                                ","-31.010506","116.761929"
6603,"LAKE HINDS","WA","WONGAN HILLS LPO","Delivery Area                                ","-30.802604","116.580681"
6603,"LAKE NINAN","WA","WONGAN HILLS LPO","Delivery Area                                ","-30.933719","116.648096"
6603,"MOCARDY","WA","WONGAN HILLS LPO","Delivery Area                                ","-30.876013","116.882314"
6603,"WONGAN HILLS","WA","WONGAN HILLS LPO","Delivery Area                                ","-30.89061","116.715411"
6605,"KONDUT","WA","WONGAN HILLS LPO","Delivery Area                                ","-30.708747","116.699538"
6606,"BALLIDU","WA","BALLIDU LPO","Delivery Area                                ","-30.600411","116.772852"
6606,"EAST BALLIDU","WA","BALLIDU LPO","Delivery Area                                ","-30.561009","116.90215"
6606,"WEST BALLIDU","WA","BALLIDU LPO","Delivery Area                                ","-30.600375","116.757185"
6608,"EAST DAMBORING","WA","MOORA LPO","Delivery Area                                ","-30.47972","116.80611"
6608,"MARNE","WA","MOORA LPO","Delivery Area                                ","-30.47944","116.66167"
6608,"PITHARA","WA","MOORA LPO","Delivery Area                                ","-30.389959","116.667848"
6609,"DALWALLINU","WA","DALWALLINU LPO","Delivery Area                                ","-30.27811","116.662428"
6609,"NUGADONG","WA","DALWALLINU LPO","Delivery Area                                ","-30.19556","116.73556"
6609,"XANTIPPE","WA","DALWALLINU LPO","Delivery Area                                ","-30.28564","117.001452"
6612,"JIBBERDING","WA","MOORA LPO","Delivery Area                                ","-30.023398","116.784823"
6612,"MIAMOON","WA","MOORA LPO","Delivery Area                                ","-30.16222","116.46028"
6612,"PAYNES FIND","WA","MOORA LPO","Delivery Area                                ","-29.260285","117.688964"
6612,"WUBIN","WA","MOORA LPO","Delivery Area                                ","-30.10686","116.631494"
6613,"BUNTINE","WA","MOORA LPO","Delivery Area                                ","-29.986601","116.571121"
6614,"MAYA","WA","MOORA LPO","Delivery Area                                ","-29.881696","116.502487"
6616,"LATHAM","WA","MOORA LPO","Delivery Area                                ","-29.756602","116.444694"
6620,"PERENJORI","WA","PERENJORI LPO","Delivery Area                                ","-29.443139","116.288189"
6620,"ROTHSAY","WA","PERENJORI LPO","Delivery Area                                ","-29.28278","116.87778"
6623,"BOWGADA","WA","MORAWA LPO","Delivery Area                                ","-29.330125","116.152284"
6623,"BUNJIL","WA","MORAWA LPO","Delivery Area                                ","-29.657763","116.374144"
6623,"GUTHA","WA","MORAWA LPO","Delivery Area                                ","-28.988572","115.952499"
6623,"KOOLANOOKA","WA","MORAWA LPO","Delivery Area                                ","-29.270761","116.080747"
6623,"MORAWA","WA","MORAWA LPO","Delivery Area                                ","-29.210541","116.009247"
6623,"PINTHARUKA","WA","MORAWA LPO","Delivery Area                                ","-29.120414","115.99379"
6627,"CANNA","WA","MORAWA LPO","Delivery Area                                ","-28.896856","115.861125"
6628,"TARDUN","WA","MOORA LPO","Delivery Area                                ","-28.792926","115.74985"
6630,"DEVILS CREEK","WA","MULLEWA LPO","Delivery Area                                ","-28.644761","115.478764"
6630,"MULLEWA","WA","MULLEWA LPO","Delivery Area                                ","-28.539491","115.512053"
6630,"MURCHISON","WA","MULLEWA LPO","Delivery Area                                ","-26.887504","115.9547"
6630,"NERRAMYNE","WA","MULLEWA LPO","Delivery Area                                ","-27.815427","115.671024"
6630,"NUNIERRA","WA","MULLEWA LPO","Delivery Area                                ","-28.175479","115.68731"
6630,"WONGOONDY","WA","MULLEWA LPO","Delivery Area                                ","-28.903866","115.449988"
6630,"WOOLGORONG","WA","MULLEWA LPO","Delivery Area                                ","-27.732115","115.729341"
6631,"PINDAR","WA","MULLEWA LPO","Delivery Area                                ","-28.477433","115.791146"
6632,"AMBANIA","WA","GERALDTON DC","Delivery Area                                ","-28.695321","115.118798"
6632,"TENINDEWA","WA","GERALDTON DC","Delivery Area                                ","-28.619986","115.360543"
6635,"SOUTH MURCHISON","WA","YALGOO CPA","Delivery Area                                ","-27.316335","116.571226"
6635,"YALGOO","WA","YALGOO CPA","Delivery Area                                ","-28.342834","116.68262"
6638,"COOLADAR HILL","WA","MOUNT MAGNET LPO","Delivery Area                                ","-28.4825","118.16833"
6638,"DAGGAR HILLS","WA","MOUNT MAGNET LPO","Delivery Area                                ","-28.10139","117.55444"
6638,"MOUNT MAGNET","WA","MOUNT MAGNET LPO","Delivery Area                                ","-28.062741","117.849183"
6638,"PAYNESVILLE","WA","MOUNT MAGNET LPO","Delivery Area                                ","-28.042264","118.483327"
6639,"SANDSTONE","WA","MOUNT MAGNET LPO","Delivery Area                                ","-28.204848","119.650272"
6640,"CUE","WA","CUE LPO","Delivery Area                                ","-27.4231","117.898965"
6640,"EAST MURCHISON","WA","CUE LPO","Delivery Area                                ","-26.336935","117.266486"
6640,"LAKE AUSTIN","WA","CUE LPO","Delivery Area                                ","-27.59972","118.05333"
6640,"REEDY","WA","CUE LPO","Delivery Area                                ","-27.101473","118.253384"
6640,"WELD RANGE","WA","CUE LPO","Delivery Area                                ","-27.05056","117.60722"
6642,"ANGELO RIVER","WA","MEEKATHARRA LPO","Delivery Area                                ","-24.078602","118.010422"
6642,"CAPRICORN","WA","MEEKATHARRA LPO","Delivery Area                                ","-23.93778","119.84528"
6642,"KUMARINA","WA","MEEKATHARRA LPO","Delivery Area                                ","-24.761508","119.572224"
6642,"MEEKATHARRA","WA","MEEKATHARRA LPO","Delivery Area                                ","-26.591164","118.496352"
